name;sourceAddress;destinationAddress;destinationPort;dhost
Teste;50.198.47.117;176.31.102.57;2306;teste.com
Teste;108.31.98.4;143.215.102.212;2391;teste.com
Teste;5.39.76.158;109.163.234.9;4898;teste.com
Teste;93.115.95.207;64.182.235.26;3787;teste.com
Teste;24.255.58.72;184.89.169.188;2928;teste.com
Teste;195.154.90.122;99.146.65.50;3738;teste.com
Teste;162.198.46.130;50.175.98.205;584;teste.com
Teste;99.126.220.73;38.81.156.87;2342;teste.com
Teste;193.111.136.162;92.222.6.12;428;teste.com
Teste;68.63.23.105;50.29.211.12;2454;teste.com
Teste;65.19.167.130;5.9.158.75;759;teste.com
Teste;67.205.240.130;62.149.25.15;2985;teste.com
Teste;207.244.70.35;45.34.143.4;2049;teste.com
Teste;204.8.156.142;185.100.87.82;3167;teste.com
Teste;67.82.4.130;23.254.211.232;4465;teste.com
Teste;84.53.232.154;96.241.86.67;3666;teste.com
Teste;31.185.104.19;97.114.82.185;2067;teste.com
Teste;185.17.184.228;108.86.157.213;3514;teste.com
Teste;89.35.178.104;12.29.207.58;776;teste.com
Teste;47.139.72.144;46.182.106.190;1811;teste.com
Teste;109.236.90.209;185.80.222.78;3564;teste.com
Teste;46.183.221.231;37.187.129.166;3635;teste.com
Teste;76.1.244.83;91.219.236.222;2234;teste.com
Teste;108.250.15.6;149.202.98.161;4504;teste.com
Teste;80.85.84.23;77.247.181.165;3220;teste.com
Teste;72.208.148.200;66.180.193.219;408;teste.com
Teste;94.142.242.84;89.163.237.45;2837;teste.com
Teste;5.28.62.85;194.88.143.66;3200;teste.com
Teste;108.252.179.0;74.84.89.202;192;teste.com
Teste;217.12.204.104;129.2.203.207;1779;teste.com
Teste;68.35.126.159;86.134.82.53;4872;teste.com
Teste;193.111.136.162;74.192.161.25;3371;teste.com
Teste;67.131.53.154;65.19.167.132;1496;teste.com
Teste;64.182.235.26;93.115.84.125;818;teste.com
Teste;213.61.149.100;66.180.193.219;4074;teste.com
Teste;162.247.72.216;91.250.241.241;748;teste.com
Teste;89.34.237.101;163.172.150.189;2312;teste.com
Teste;108.61.122.88;80.67.172.162;4240;teste.com
Teste;64.137.178.3;79.98.107.90;4378;teste.com
Teste;98.164.73.251;178.239.167.15;1890;teste.com
Teste;12.29.207.58;68.111.68.72;3509;teste.com
Teste;176.31.102.57;71.202.146.88;2754;teste.com
Teste;171.25.193.235;107.216.40.167;1116;teste.com
Teste;217.115.10.131;37.187.129.166;2535;teste.com
Teste;66.141.80.193;62.149.25.15;2070;teste.com
Teste;184.101.155.113;80.67.172.162;2988;teste.com
Teste;204.85.191.30;93.184.66.227;4370;teste.com
Teste;71.202.146.88;24.89.160.26;3763;teste.com
Teste;184.89.169.188;198.96.155.3;4702;teste.com
Teste;98.110.83.221;173.87.38.155;3282;teste.com
Teste;194.71.109.74;72.15.91.97;2268;teste.com
Teste;71.188.64.32;85.248.227.163;239;teste.com
Teste;68.190.98.80;192.160.102.166;1770;teste.com
Teste;85.10.211.53;108.95.144.218;4462;teste.com
Teste;71.10.4.147;71.69.160.172;2313;teste.com
Teste;62.228.241.254;23.92.28.23;2278;teste.com
Teste;91.134.232.48;68.63.23.105;4845;teste.com
Teste;178.239.167.15;82.163.79.61;3286;teste.com
Teste;212.117.180.130;173.208.213.114;2733;teste.com
Teste;93.115.95.216;51.255.202.66;2336;teste.com
Teste;204.85.191.30;65.19.167.131;4663;teste.com
Teste;217.23.13.129;107.182.131.117;3099;teste.com
Teste;204.85.191.30;107.136.30.242;2882;teste.com
Teste;176.126.252.12;24.6.31.189;4247;teste.com
Teste;82.163.79.61;73.183.150.165;981;teste.com
Teste;93.174.93.133;37.220.35.202;1268;teste.com
Teste;65.19.167.132;195.123.209.184;1739;teste.com
Teste;162.247.72.199;2.111.70.28;1867;teste.com
Teste;68.63.23.105;5.39.76.158;3445;teste.com
Teste;171.25.193.131;91.219.238.77;2152;teste.com
Teste;184.155.200.99;76.94.40.122;3414;teste.com
Teste;24.159.7.191;199.36.68.115;1449;teste.com
Teste;108.2.4.51;76.89.224.180;1572;teste.com
Teste;193.90.12.89;178.20.55.18;3636;teste.com
Teste;81.7.16.13;109.163.234.7;571;teste.com
Teste;216.239.188.87;23.119.136.251;2352;teste.com
Teste;176.10.107.180;193.111.136.162;1746;teste.com
Teste;74.84.89.202;195.12.190.38;2686;teste.com
Teste;99.170.100.109;178.17.171.100;3703;teste.com
Teste;93.184.66.227;37.59.14.201;792;teste.com
Teste;85.248.227.164;162.247.72.7;471;teste.com
Teste;184.166.93.205;70.112.137.93;2178;teste.com
Teste;31.31.72.43;178.20.55.18;2479;teste.com
Teste;93.115.95.207;76.89.224.180;1698;teste.com
Teste;12.29.207.58;93.158.216.52;4955;teste.com
Teste;67.205.240.130;212.21.66.6;3921;teste.com
Teste;5.196.66.162;162.213.3.221;2265;teste.com
Teste;185.11.180.67;91.121.230.209;4090;teste.com
Teste;178.20.55.16;174.65.132.242;4217;teste.com
Teste;24.234.204.70;69.43.66.12;4351;teste.com
Teste;24.143.33.224;62.228.241.254;3364;teste.com
Teste;97.85.229.94;176.123.29.244;595;teste.com
Teste;73.18.70.180;216.230.148.77;856;teste.com
Teste;171.25.193.131;108.2.4.51;3004;teste.com
Teste;209.222.77.220;143.215.102.212;3014;teste.com
Teste;85.90.244.23;162.247.72.7;446;teste.com
Teste;37.157.193.161;66.65.109.96;3200;teste.com
Teste;108.191.237.219;73.252.116.65;4909;teste.com
Teste;108.61.122.88;76.217.150.221;1807;teste.com
Teste;37.187.129.166;159.148.186.194;1382;teste.com
Teste;192.160.102.166;70.121.170.26;1606;teste.com
Teste;184.59.28.79;86.134.82.53;635;teste.com
Teste;165.231.0.242;87.118.115.176;4312;teste.com
Teste;75.143.103.72;162.247.73.206;2447;teste.com
Teste;24.234.204.70;91.134.232.48;73;teste.com
Teste;72.15.91.97;86.104.15.15;2652;teste.com
Teste;73.252.116.65;76.111.168.180;2835;teste.com
Teste;176.10.99.205;193.90.12.88;341;teste.com
Teste;80.240.139.111;178.17.170.253;4730;teste.com
Teste;97.99.133.88;178.20.55.18;289;teste.com
Teste;128.52.128.105;5.135.158.101;2096;teste.com
Teste;104.15.130.176;64.137.215.208;2441;teste.com
Teste;37.187.239.8;108.196.69.75;3242;teste.com
Teste;73.6.215.240;128.153.145.125;22;teste.com
Teste;171.25.193.25;108.19.89.58;24;teste.com
Teste;164.132.51.91;73.8.213.245;1545;teste.com
Teste;46.28.70.249;189.84.21.44;1328;teste.com
Teste;173.208.213.114;50.175.5.250;332;teste.com
Teste;67.205.240.130;65.19.167.130;833;teste.com
Teste;178.17.170.238;76.164.224.66;1131;teste.com
Teste;76.111.168.180;89.31.57.5;855;teste.com
Teste;46.28.70.249;46.105.100.149;3514;teste.com
Teste;93.115.83.243;108.252.179.0;894;teste.com
Teste;151.100.179.50;74.240.0.237;4037;teste.com
Teste;185.80.222.78;5.135.167.84;2640;teste.com
Teste;38.81.156.87;136.0.0.35;3444;teste.com
Teste;70.183.167.247;95.85.22.220;3886;teste.com
Teste;178.17.170.201;104.35.135.129;2701;teste.com
Teste;95.211.205.151;23.119.136.251;4740;teste.com
Teste;79.98.107.90;50.175.98.205;4069;teste.com
Teste;93.174.90.30;64.137.178.3;4685;teste.com
Teste;184.101.155.113;93.115.82.54;2005;teste.com
Teste;67.131.53.154;173.76.46.3;655;teste.com
Teste;37.187.247.3;193.15.16.4;1733;teste.com
Teste;107.181.174.84;198.50.200.135;2816;teste.com
Teste;77.247.181.163;149.202.98.160;2476;teste.com
Teste;167.114.230.104;72.132.113.18;3363;teste.com
Teste;74.240.0.237;94.242.246.23;3889;teste.com
Teste;71.179.245.90;5.79.68.161;4490;teste.com
Teste;37.130.227.133;108.61.122.215;4496;teste.com
Teste;104.15.130.176;74.84.89.202;327;teste.com
Teste;24.123.243.62;185.129.62.62;3962;teste.com
Teste;171.25.193.235;73.226.185.237;3167;teste.com
Teste;74.118.241.250;171.25.193.131;812;teste.com
Teste;72.132.113.18;73.226.185.237;4469;teste.com
Teste;149.56.229.16;97.85.229.94;4869;teste.com
Teste;65.19.167.131;71.79.225.72;2995;teste.com
Teste;76.73.134.157;5.196.73.86;1814;teste.com
Teste;213.109.53.16;163.172.164.165;4928;teste.com
Teste;195.12.190.38;104.35.135.129;1299;teste.com
Teste;85.93.218.204;72.71.151.185;4139;teste.com
Teste;69.133.126.227;75.166.41.47;547;teste.com
Teste;24.20.197.76;80.240.139.111;1938;teste.com
Teste;91.219.237.229;149.202.98.161;4479;teste.com
Teste;167.114.230.104;72.84.128.152;2944;teste.com
Teste;5.189.188.111;212.117.180.130;3090;teste.com
Teste;5.28.62.85;64.182.234.101;107;teste.com
Teste;74.84.89.202;46.28.110.136;1147;teste.com
Teste;5.79.68.161;194.187.249.135;3046;teste.com
Teste;209.123.234.23;76.0.208.248;1520;teste.com
Teste;35.0.127.52;96.255.89.241;4859;teste.com
Teste;37.187.7.74;163.172.150.189;4269;teste.com
Teste;75.133.228.116;50.198.47.117;4309;teste.com
Teste;75.143.103.72;212.47.246.21;2334;teste.com
Teste;185.100.86.167;71.69.160.172;521;teste.com
Teste;77.247.181.165;50.198.47.117;3919;teste.com
Teste;176.126.252.11;93.115.95.204;4908;teste.com
Teste;91.219.238.77;149.56.223.241;1099;teste.com
Teste;65.255.79.150;93.115.83.243;2335;teste.com
Teste;87.118.115.176;108.252.179.0;1498;teste.com
Teste;46.28.70.249;74.90.186.165;2984;teste.com
Teste;149.56.229.16;45.62.255.94;1945;teste.com
Teste;62.149.25.15;75.133.228.116;1036;teste.com
Teste;199.87.154.251;176.123.29.244;514;teste.com
Teste;70.92.248.136;64.137.215.208;2810;teste.com
Teste;198.50.200.135;212.21.66.6;643;teste.com
Teste;197.231.221.211;67.82.4.130;4819;teste.com
Teste;108.61.122.215;50.198.47.117;2849;teste.com
Teste;71.202.146.88;91.250.241.241;3467;teste.com
Teste;64.137.178.3;72.77.189.154;1432;teste.com
Teste;24.243.243.207;66.24.36.162;4503;teste.com
Teste;173.30.44.173;174.100.160.47;3677;teste.com
Teste;66.141.80.193;66.191.135.177;4555;teste.com
Teste;185.100.86.167;72.84.128.152;1680;teste.com
Teste;72.84.128.152;213.61.149.100;4757;teste.com
Teste;173.254.216.66;37.187.7.74;1152;teste.com
Teste;70.121.170.26;166.70.207.2;3273;teste.com
Teste;75.166.41.47;192.160.102.166;1325;teste.com
Teste;185.100.85.101;147.175.187.143;2068;teste.com
Teste;96.241.86.67;89.35.178.104;1568;teste.com
Teste;128.199.59.20;192.160.102.166;1468;teste.com
Teste;93.115.95.207;91.219.236.222;3016;teste.com
Teste;51.255.33.0;51.255.33.0;4307;teste.com
Teste;108.252.179.0;184.155.200.99;3403;teste.com
Teste;87.118.115.176;72.201.184.108;2178;teste.com
Teste;178.17.170.124;93.115.84.125;1894;teste.com
Teste;95.211.205.151;37.130.227.133;1404;teste.com
Teste;72.15.91.97;69.43.66.12;3559;teste.com
Teste;93.115.95.205;104.231.126.189;768;teste.com
Teste;93.115.84.124;178.239.167.15;4732;teste.com
Teste;176.31.180.157;72.71.151.185;3071;teste.com
Teste;185.38.14.171;96.57.242.22;1210;teste.com
Teste;185.100.86.167;64.137.215.208;3272;teste.com
Teste;173.255.226.142;107.193.30.9;3683;teste.com
Teste;193.90.12.88;92.222.6.12;460;teste.com
Teste;75.172.113.10;209.123.234.23;3411;teste.com
Teste;147.175.187.143;81.170.184.90;3836;teste.com
Teste;79.124.59.194;46.28.110.136;3521;teste.com
Teste;185.100.87.44;89.34.237.101;3373;teste.com
Teste;172.112.78.143;178.17.170.201;4864;teste.com
Teste;193.90.12.86;71.188.64.32;225;teste.com
Teste;5.254.65.3;176.31.7.241;1077;teste.com
Teste;50.175.5.250;171.25.193.25;1085;teste.com
Teste;93.115.95.202;5.196.73.86;284;teste.com
Teste;62.210.105.116;85.248.227.164;170;teste.com
Teste;76.0.208.248;178.20.55.18;1419;teste.com
Teste;176.58.100.98;75.143.103.72;77;teste.com
Teste;46.101.98.208;37.110.130.237;3820;teste.com
Teste;45.55.178.34;217.23.13.129;4724;teste.com
Teste;212.47.246.21;108.66.57.113;2123;teste.com
Teste;147.175.187.143;207.244.70.35;494;teste.com
Teste;66.141.80.193;128.52.128.105;4168;teste.com
Teste;199.87.154.255;96.255.89.241;2369;teste.com
Teste;89.34.237.101;74.84.89.202;1754;teste.com
Teste;74.84.89.202;23.92.28.23;2579;teste.com
Teste;93.115.84.124;71.47.127.123;4729;teste.com
Teste;77.247.181.162;67.205.240.130;4033;teste.com
Teste;73.6.215.240;99.24.147.140;3831;teste.com
Teste;95.85.24.170;5.199.130.188;1086;teste.com
Teste;209.123.234.23;24.227.41.186;1569;teste.com
Teste;46.182.106.190;46.19.137.116;3288;teste.com
Teste;24.123.243.62;98.110.83.221;1206;teste.com
Teste;184.89.169.188;91.121.230.209;3757;teste.com
Teste;76.233.167.87;75.172.113.10;1779;teste.com
Teste;199.36.68.115;87.118.92.43;3155;teste.com
Teste;23.119.136.251;178.217.187.39;1120;teste.com
Teste;46.183.216.169;185.100.87.82;373;teste.com
Teste;64.27.17.140;107.216.40.167;1691;teste.com
Teste;108.66.57.113;178.17.170.179;4792;teste.com
Teste;108.19.89.58;24.159.7.191;3470;teste.com
Teste;72.203.120.16;128.199.59.20;2128;teste.com
Teste;76.0.208.248;37.157.193.161;4278;teste.com
Teste;93.174.90.30;158.130.0.242;1549;teste.com
Teste;71.79.225.72;93.115.95.201;3283;teste.com
Teste;46.183.218.199;46.183.221.231;2080;teste.com
Teste;24.159.7.191;137.74.197.141;2347;teste.com
Teste;195.228.45.176;50.198.47.117;4382;teste.com
Teste;46.101.98.208;70.180.100.81;3753;teste.com
Teste;99.24.147.140;80.67.172.162;2777;teste.com
Teste;173.76.46.3;185.100.85.101;4922;teste.com
Teste;46.183.221.231;107.216.40.167;325;teste.com
Teste;73.155.48.184;149.56.223.241;4935;teste.com
Teste;72.77.189.154;71.10.4.147;662;teste.com
Teste;45.62.255.94;93.115.95.206;2768;teste.com
Teste;72.15.91.97;104.179.86.23;24;teste.com
Teste;89.187.142.208;171.25.193.132;4741;teste.com
Teste;70.167.76.118;108.95.144.218;2701;teste.com
Teste;96.35.9.182;99.124.98.47;4629;teste.com
Teste;194.71.109.74;171.25.193.235;284;teste.com
Teste;193.90.12.88;193.90.12.86;3871;teste.com
Teste;193.90.12.86;50.198.47.117;4872;teste.com
Teste;104.179.86.23;73.66.234.243;2304;teste.com
Teste;184.155.200.99;88.80.185.137;4772;teste.com
Teste;151.100.179.50;104.200.20.46;1756;teste.com
Teste;176.10.107.180;162.216.46.175;722;teste.com
Teste;2.111.70.28;97.104.196.198;4198;teste.com
Teste;185.17.184.228;98.164.73.251;857;teste.com
Teste;104.168.170.220;77.247.181.163;4205;teste.com
Teste;176.31.7.243;143.215.102.212;206;teste.com
Teste;184.5.250.221;93.115.82.54;4207;teste.com
Teste;72.201.184.108;91.213.8.236;3011;teste.com
Teste;213.61.149.100;174.65.132.242;2751;teste.com
Teste;209.222.77.220;151.100.179.50;3159;teste.com
Teste;109.163.234.9;149.202.98.160;4243;teste.com
Teste;24.234.204.70;37.187.129.166;1495;teste.com
Teste;93.115.84.124;216.239.188.87;3853;teste.com
Teste;176.126.252.12;95.85.24.170;180;teste.com
Teste;100.9.214.94;176.10.99.200;3071;teste.com
Teste;163.172.217.50;62.210.129.246;264;teste.com
Teste;178.17.170.179;176.58.100.98;3366;teste.com
Teste;108.69.52.205;82.163.79.61;4722;teste.com
Teste;162.247.72.217;176.58.100.98;1383;teste.com
Teste;93.115.95.204;94.103.175.86;4600;teste.com
Teste;24.227.41.186;72.193.38.98;4084;teste.com
Teste;109.236.90.209;109.236.90.209;4249;teste.com
Teste;193.90.12.87;37.48.80.101;4542;teste.com
Teste;149.56.229.16;31.185.104.19;3828;teste.com
Teste;171.25.193.235;93.174.93.133;325;teste.com
Teste;108.191.237.219;159.148.186.194;2834;teste.com
Teste;209.222.77.220;76.164.224.66;3840;teste.com
Teste;95.211.205.151;66.65.109.96;1371;teste.com
Teste;65.19.167.130;198.96.155.3;4787;teste.com
Teste;185.38.14.215;5.39.76.158;801;teste.com
Teste;71.10.4.147;173.76.46.3;4473;teste.com
Teste;204.8.156.142;5.79.68.161;4134;teste.com
Teste;68.104.150.243;73.18.70.180;4274;teste.com
Teste;5.39.76.158;178.17.170.238;2142;teste.com
Teste;67.131.53.154;184.166.93.205;4177;teste.com
Teste;108.69.52.205;91.219.236.222;1680;teste.com
Teste;97.81.56.168;128.199.59.20;606;teste.com
Teste;162.220.246.230;185.100.87.44;3156;teste.com
Teste;38.81.156.87;91.219.236.218;3024;teste.com
Teste;5.9.158.75;108.61.122.215;1886;teste.com
Teste;71.69.160.172;97.85.229.94;1722;teste.com
Teste;67.205.240.130;97.104.196.198;4944;teste.com
Teste;149.56.223.241;108.87.56.42;4677;teste.com
Teste;67.205.240.130;163.172.209.46;4130;teste.com
Teste;162.247.72.216;82.221.139.25;2561;teste.com
Teste;91.213.8.236;31.185.104.19;294;teste.com
Teste;91.219.236.222;71.188.64.32;4810;teste.com
Teste;185.100.87.44;69.43.66.12;4467;teste.com
Teste;37.59.14.201;70.187.44.11;2527;teste.com
Teste;95.85.24.170;46.165.230.5;2408;teste.com
Teste;178.17.174.99;70.183.167.247;3255;teste.com
Teste;217.115.10.131;137.74.197.141;4158;teste.com
Teste;128.52.128.105;75.172.113.10;132;teste.com
Teste;93.115.95.216;184.166.93.205;4444;teste.com
Teste;80.240.139.111;76.217.150.221;1184;teste.com
Teste;162.247.73.206;178.217.187.39;1223;teste.com
Teste;168.122.141.19;173.87.38.155;1630;teste.com
Teste;173.255.226.142;193.111.136.162;759;teste.com
Teste;72.77.189.154;37.110.130.237;235;teste.com
Teste;194.71.109.74;66.141.80.193;2872;teste.com
Teste;171.25.193.235;70.61.64.146;4690;teste.com
Teste;108.31.98.4;162.198.46.130;932;teste.com
Teste;89.35.178.104;80.85.84.23;194;teste.com
Teste;160.3.169.234;176.126.252.11;1453;teste.com
Teste;46.28.110.136;213.61.149.100;2330;teste.com
Teste;128.199.59.20;185.38.14.171;4810;teste.com
Teste;46.165.230.5;93.184.66.227;4516;teste.com
Teste;24.20.197.76;193.90.12.89;1307;teste.com
Teste;137.74.197.141;97.114.82.185;4816;teste.com
Teste;65.19.167.131;108.95.144.218;2222;teste.com
Teste;216.239.188.87;149.56.229.16;2018;teste.com
Teste;192.160.102.164;192.160.102.164;2286;teste.com
Teste;172.2.38.225;71.188.64.32;3886;teste.com
Teste;94.26.140.150;72.190.156.15;1413;teste.com
Teste;176.31.102.57;50.78.60.190;1756;teste.com
Teste;47.139.72.144;93.115.95.204;2121;teste.com
Teste;164.132.51.91;107.9.5.85;1900;teste.com
Teste;185.100.87.82;46.28.70.249;3509;teste.com
Teste;24.89.160.26;108.66.57.113;545;teste.com
Teste;104.63.131.187;100.9.214.94;29;teste.com
Teste;185.17.184.228;193.90.12.89;4822;teste.com
Teste;64.137.178.3;176.10.104.240;4980;teste.com
Teste;88.80.185.137;99.170.100.109;787;teste.com
Teste;185.100.87.44;93.115.84.122;1444;teste.com
Teste;24.243.243.207;5.79.68.161;3305;teste.com
Teste;82.221.139.25;73.183.150.165;3337;teste.com
Teste;109.163.234.4;193.90.12.87;4462;teste.com
Teste;185.80.222.78;82.211.19.129;2914;teste.com
Teste;72.203.120.16;149.56.238.253;1448;teste.com
Teste;191.96.249.110;178.62.18.173;1400;teste.com
Teste;108.66.57.113;162.216.46.175;355;teste.com
Teste;74.134.239.55;70.92.248.136;2114;teste.com
Teste;45.62.229.165;176.126.252.12;1718;teste.com
Teste;65.19.167.131;149.56.229.17;1911;teste.com
Teste;176.126.252.12;109.236.90.209;1418;teste.com
Teste;75.166.41.47;108.214.48.7;4960;teste.com
Teste;74.240.0.237;45.62.229.165;4715;teste.com
Teste;162.247.72.199;178.17.174.99;4062;teste.com
Teste;176.126.252.12;98.110.83.221;2033;teste.com
Teste;76.233.167.87;62.210.105.116;1328;teste.com
Teste;80.240.139.111;5.189.188.111;264;teste.com
Teste;5.9.158.75;24.234.204.70;2000;teste.com
Teste;184.155.200.99;109.163.234.5;669;teste.com
Teste;91.219.236.222;85.93.218.204;3791;teste.com
Teste;91.219.236.222;176.10.104.243;1860;teste.com
Teste;104.168.170.220;82.211.19.143;773;teste.com
Teste;195.228.45.176;93.115.84.122;4079;teste.com
Teste;151.80.158.97;176.126.252.12;1110;teste.com
Teste;23.119.136.251;46.183.216.169;1491;teste.com
Teste;199.36.68.115;217.115.10.131;1921;teste.com
Teste;176.10.107.180;204.85.191.30;3475;teste.com
Teste;69.133.126.227;71.188.64.32;488;teste.com
Teste;64.113.32.29;92.222.6.12;4345;teste.com
Teste;73.66.234.243;71.69.160.172;2631;teste.com
Teste;108.19.89.58;68.193.46.87;1753;teste.com
Teste;193.15.16.4;23.254.211.232;3557;teste.com
Teste;176.10.107.180;89.34.237.101;4779;teste.com
Teste;176.10.104.240;76.73.134.157;1392;teste.com
Teste;191.96.249.110;176.10.99.205;3899;teste.com
Teste;73.226.185.237;74.118.241.250;3545;teste.com
Teste;51.255.33.0;173.208.213.114;1254;teste.com
Teste;107.9.5.85;76.73.237.38;1538;teste.com
Teste;178.32.53.124;185.129.62.63;4533;teste.com
Teste;176.10.104.240;185.25.48.250;3302;teste.com
Teste;163.172.153.12;97.81.56.168;798;teste.com
Teste;96.241.215.100;89.163.237.45;4123;teste.com
Teste;72.132.113.18;67.233.78.103;2039;teste.com
Teste;96.35.9.182;88.150.148.26;1319;teste.com
Teste;185.104.120.3;163.172.136.101;1797;teste.com
Teste;199.36.68.115;87.118.115.176;4951;teste.com
Teste;87.118.92.43;5.135.167.84;3001;teste.com
Teste;99.170.100.109;162.247.72.216;2440;teste.com
Teste;163.172.150.189;178.175.131.194;1830;teste.com
Teste;76.73.134.157;73.66.234.243;1470;teste.com
